ID	Year_Birth	Education	Marital_Status	Income	Kidhome	Teenhome	Dt_Customer	Recency	MntWines	MntFruits	MntMeatProducts	MntFishProducts	MntSweetProducts	MntGoldProds	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	AcceptedCmp3	AcceptedCmp4	AcceptedCmp5	AcceptedCmp1	AcceptedCmp2	Complain	Z_CostContact	Z_Revenue	Response
880 1966 0 3 22634 0 0 734791 47 2 23 11 8 6 46 1 2 1 2 8 0 0 0 0 0 0 3 11 0 
2320 1978 1 4 47025 0 1 735027 98 508 11 59 23 5 29 5 11 1 6 9 0 0 0 0 0 0 3 11 0 
850 1968 2 0 70566 0 1 735051 4 381 28 215 84 28 21 2 6 5 9 3 0 0 0 0 0 0 3 11 0 
4713 1979 4 4 31605 1 0 734732 15 74 0 42 2 1 6 2 2 1 4 7 0 0 0 0 0 0 3 11 0 
675 1973 3 1 52034 1 1 734912 67 146 0 93 7 13 73 5 4 2 5 7 0 0 0 0 0 0 3 11 0 
5025 1979 2 0 48526 1 0 735129 32 23 17 23 43 20 9 1 2 1 4 3 0 0 0 0 0 0 3 11 0 
2308 1954 2 4 46734 0 1 734728 40 110 5 137 26 23 29 2 6 1 5 7 0 0 0 0 0 0 3 11 0 
5995 1962 2 1 39552 1 1 734758 54 165 3 147 4 24 41 7 6 2 5 8 0 0 0 0 0 0 3 11 1 
6749 1966 2 0 86358 1 1 734628 78 957 47 494 82 47 95 4 5 3 6 8 0 0 0 0 0 0 3 11 0 
1010 1977 2 3 46931 2 1 735254 94 41 0 17 3 1 16 2 1 1 3 3 0 0 0 0 0 0 3 11 0 
8977 1985 0 0 16581 0 0 734787 51 1 3 4 2 3 11 1 0 0 3 4 0 0 0 0 0 0 3 11 0 
4756 1952 1 1 63998 0 0 735125 42 176 29 818 0 33 112 1 7 6 11 4 0 0 0 0 0 0 3 11 1 
3412 1951 3 4 67381 0 1 734790 67 815 8 53 11 0 70 4 2 2 9 7 0 1 0 0 0 0 3 11 0 
606 1967 2 0 25930 1 1 735055 87 6 1 2 2 0 4 1 1 0 2 7 0 0 0 0 0 0 3 11 0 
5961 1978 2 4 42693 1 0 735297 29 8 4 20 6 3 16 1 1 0 3 5 0 0 0 0 0 0 3 11 0 
2975 1976 2 3 85606 0 1 734722 89 717 42 864 219 30 84 2 6 7 9 3 0 0 0 1 0 0 3 11 0 
2894 1985 2 0 72903 0 0 735074 74 1067 138 750 0 19 39 1 7 5 8 4 0 1 1 1 0 0 3 11 1 
7613 1974 1 3 49669 1 0 735284 97 166 5 107 11 8 29 2 5 1 6 6 0 0 0 0 0 0 3 11 0 
10542 1968 4 4 36778 1 1 734625 63 29 4 34 2 4 4 3 3 0 3 9 0 0 0 0 0 0 3 11 0 
8015 1962 4 1 85696 0 0 734898 88 714 76 395 116 0 12 1 4 6 9 1 0 0 0 0 0 0 3 11 1 
10617 1989 3 1 10979 0 0 735282 34 8 4 10 2 2 4 2 3 0 3 5 0 0 0 0 0 0 3 11 0 
11166 1961 2 4 49678 0 1 734807 81 229 5 56 3 2 20 2 6 2 4 7 0 0 0 0 0 0 3 11 0 
849 1953 3 3 56129 0 1 734945 65 320 48 133 39 72 48 4 6 2 10 4 0 0 0 0 0 0 3 11 0 
523 1989 2 4 37155 1 0 734806 51 23 0 26 7 15 3 1 2 0 4 5 0 0 0 0 0 0 3 11 0 
4066 1978 1 1 21282 1 0 735271 76 1 5 8 4 8 20 2 2 1 2 6 0 0 0 0 0 0 3 11 0 
8414 1962 4 0 33419 0 1 735002 76 56 0 12 0 0 18 2 2 0 4 7 0 0 0 0 0 0 3 11 0 
819 1945 2 2 63285 0 0 735080 84 508 124 249 50 38 134 1 6 5 13 3 0 0 0 0 0 0 3 11 0 
4961 1974 3 3 21255 1 0 735161 56 29 0 25 2 2 3 4 2 1 4 4 0 0 0 0 0 0 3 11 0 
749 1981 2 3 42162 1 0 735094 31 46 7 59 2 4 27 2 3 1 3 6 1 0 0 0 0 0 3 11 1 
5430 1956 2 3 54450 1 1 734664 0 454 0 171 8 19 32 12 9 2 8 8 0 0 0 0 0 0 3 11 0 
7755 1954 4 4 57744 0 1 735087 91 350 3 39 0 0 19 2 9 1 4 8 0 0 0 0 0 0 3 11 0 
10525 1986 2 0 26576 1 0 734693 40 10 0 8 0 0 9 1 1 0 2 9 1 0 0 0 0 0 3 11 1 
1453 1943 4 2 57513 0 0 734961 59 735 40 183 52 20 30 2 9 3 13 6 0 0 0 0 0 0 3 11 0 
8310 1964 2 3 68142 0 1 734649 96 897 126 196 91 112 37 3 10 4 7 6 0 0 0 0 0 0 3 11 0 
10710 1979 2 4 7500 0 1 734649 61 5 2 3 3 0 5 1 1 0 2 8 0 0 0 0 0 0 3 11 0 
5031 1974 2 3 83145 0 0 734672 14 777 35 731 39 137 114 1 5 9 11 2 0 0 1 0 0 0 3 11 1 
2613 1960 3 4 54197 0 1 735233 16 162 6 37 6 13 13 2 1 3 6 1 0 0 0 0 0 0 3 11 0 
213 1963 4 0 23091 1 1 735288 98 35 0 11 0 0 2 4 2 1 3 7 0 0 0 0 0 0 3 11 0 
967 1976 2 4 46049 1 1 734976 11 342 9 112 19 14 19 10 5 2 9 7 0 0 0 0 0 0 3 11 1 
1077 1974 2 3 56715 0 0 734745 52 258 105 239 237 172 9 1 7 3 4 4 0 0 0 0 0 0 3 11 0 
7959 1961 2 4 79410 0 0 735289 19 658 80 483 123 13 13 1 3 2 5 1 0 0 0 0 0 0 3 11 0 
640 1951 2 4 57304 0 1 734846 61 356 80 329 138 17 106 2 7 6 10 5 0 0 0 0 0 0 3 11 0 
4252 1965 2 4 44375 0 1 735223 73 213 5 28 7 7 41 1 4 1 6 5 0 0 0 0 0 0 3 11 0 
8432 1956 2 3 54450 1 1 734664 0 454 0 171 8 19 32 12 9 2 8 8 0 0 0 0 0 0 3 11 0 
6218 1965 2 4 59594 0 1 734700 74 457 4 29 0 0 9 1 8 1 7 7 0 1 0 0 0 0 3 11 0 
6905 1994 2 3 80685 0 0 734642 55 241 45 604 34 26 54 1 6 4 10 2 0 0 0 0 0 0 3 11 0 
5922 1974 4 4 40344 0 1 735058 48 210 0 6 0 0 2 2 4 1 5 7 0 0 0 0 0 0 3 11 0 
3598 1972 2 4 62710 0 1 734918 53 441 35 83 7 29 11 4 4 2 12 4 0 0 0 0 0 0 3 11 0 
6116 1968 1 4 48985 0 1 734960 13 19 13 18 10 7 8 1 1 1 3 3 0 0 0 0 0 0 3 11 0 
6263 1968 2 3 35322 1 2 734642 34 28 9 37 12 7 13 3 2 0 4 8 0 0 0 0 0 0 3 11 0 
10486 1948 2 4 77142 0 0 734924 54 476 75 162 29 151 97 1 4 4 8 2 0 0 0 0 0 0 3 11 0 
2410 1969 2 0 81657 0 0 735162 69 364 40 425 158 60 50 1 3 4 8 1 0 0 0 0 0 0 3 11 0 
193 1996 0 4 14421 0 0 735187 81 0 0 2 3 3 8 1 1 0 2 5 1 0 0 0 0 0 3 11 0 
3363 1974 1 4 20130 0 0 735217 99 0 6 3 7 6 12 1 1 0 3 8 0 0 0 0 0 0 3 11 0 
8278 1990 4 4 74214 0 0 734646 3 863 83 547 86 99 33 1 8 2 5 5 0 0 0 0 0 0 3 11 0 
10660 1957 3 4 66726 1 1 735152 61 349 7 35 0 0 47 3 8 2 4 7 0 1 0 0 0 0 3 11 0 
8686 1979 0 3 23724 1 0 734783 65 5 23 15 0 18 14 2 2 0 3 8 0 0 0 0 0 0 3 11 0 
1604 1960 3 4 47353 0 1 735088 93 184 2 19 8 8 4 3 2 2 6 5 0 0 0 0 0 0 3 11 0 
5907 1952 3 4 33444 1 1 734713 24 8 0 8 0 0 2 1 1 0 2 8 0 0 0 0 0 0 3 11 0 
10669 1981 2 4 54386 0 1 734912 8 277 21 64 62 21 25 2 3 2 10 3 0 0 0 0 0 0 3 11 0 
2918 1981 2 1 28510 1 1 734878 72 44 5 19 0 4 19 3 2 0 4 5 0 0 0 0 0 0 3 11 0 
5735 1991 3 0 90638 0 0 735183 29 1156 120 915 94 144 96 1 3 4 10 1 0 0 1 0 0 0 3 11 0 
359 1950 2 3 48070 0 1 734788 33 373 14 83 6 9 19 3 8 2 6 7 0 0 0 0 0 1 3 11 0 
8387 1957 2 4 43140 0 1 734780 68 134 8 76 6 0 11 1 4 1 5 6 0 0 0 0 0 0 3 11 0 
1829 1961 4 1 54959 0 1 734794 55 1148 0 60 0 0 24 3 9 5 4 7 0 1 0 0 0 0 3 11 1 
3839 1958 0 0 15056 1 1 734898 76 6 12 3 21 6 40 5 2 2 3 5 0 0 0 0 0 0 3 11 0 
9392 1971 2 0 26954 1 0 735268 17 4 1 11 0 0 1 1 1 0 2 7 0 0 0 0 0 0 3 11 0 
2292 1985 2 0 22327 1 0 734987 94 5 4 8 2 0 5 1 1 0 3 5 0 0 0 0 0 0 3 11 0 
10466 1965 2 4 44393 1 1 735007 86 24 2 20 2 2 10 2 1 0 4 4 0 0 0 0 0 0 3 11 0 
9855 1952 4 0 62000 0 1 735010 25 899 0 101 0 0 20 1 6 6 13 4 0 0 0 1 0 0 3 11 0 
4088 1962 4 3 31497 0 1 734746 22 108 1 28 13 1 4 2 3 1 4 8 0 0 0 0 0 0 3 11 0 
5231 1974 1 4 45894 0 2 735197 15 27 2 7 0 2 13 1 1 0 3 5 0 0 0 0 0 0 3 11 0 
590 1970 3 1 78579 0 0 734762 35 816 66 549 216 66 99 1 5 6 4 3 0 0 0 0 0 0 3 11 1 
8732 1969 3 2 67369 0 1 734727 81 1298 0 70 37 14 42 4 7 4 10 4 0 1 1 0 0 0 3 11 1 
2315 1960 2 1 58401 0 1 735250 55 10 0 11 17 29 29 1 1 2 2 4 0 0 0 0 0 0 3 11 0 
3515 1952 2 0 62307 0 1 735187 94 87 13 34 10 6 10 1 4 0 4 5 0 0 0 0 0 0 3 11 0 
2245 1969 3 4 43641 1 1 734887 50 57 2 51 4 2 23 3 2 1 4 6 0 0 0 0 0 0 3 11 0 
6283 1968 3 1 63841 0 1 734886 64 635 15 100 20 7 131 1 9 3 9 6 0 0 0 0 0 0 3 11 0 
2246 1965 1 4 46891 0 1 735016 91 43 12 23 29 15 61 1 2 1 4 4 0 0 0 0 0 0 3 11 0 
6606 1969 3 4 70091 1 0 734866 11 964 34 137 15 0 11 2 5 2 10 8 0 1 0 0 0 0 3 11 0 
5545 1972 4 4 78075 0 0 735235 72 572 8 259 34 35 80 1 3 5 5 1 0 0 0 0 0 0 3 11 0 
7342 1961 1 2 59184 0 1 734659 6 341 142 113 259 151 66 3 6 6 12 5 0 0 0 0 0 0 3 11 0 
837 1977 2 4 54809 1 1 735026 0 63 6 57 13 13 22 4 2 1 5 4 0 0 0 0 0 0 3 11 0 
9500 1959 2 4 58113 0 1 734800 66 221 104 169 102 78 84 3 9 2 8 7 0 0 0 0 0 1 3 11 0 
3602 1958 3 4 51412 0 1 735136 42 140 3 29 4 5 14 2 3 2 4 4 0 0 0 0 0 0 3 11 0 
234 1979 2 1 15287 1 0 734690 60 1 2 8 4 3 13 2 1 1 2 7 1 0 0 0 0 0 3 11 1 
2995 1957 3 3 66636 0 0 735002 64 291 10 689 84 10 0 1 3 4 9 1 0 0 0 0 0 0 3 11 0 
1118 1956 3 4 50965 0 1 734825 87 544 13 85 8 6 29 3 10 4 5 8 1 0 0 0 0 0 3 11 0 
7789 1965 4 4 84618 0 0 735097 96 684 100 801 21 66 0 1 6 9 10 2 0 0 1 0 0 0 3 11 0 
3068 1990 2 4 18351 0 0 735074 1 1 12 9 0 14 7 1 2 0 3 7 0 0 0 0 0 0 3 11 0 
8955 1957 4 3 40451 0 2 735186 54 35 0 4 0 0 10 1 1 1 2 5 1 0 0 0 0 0 3 11 0 
945 1965 2 3 36317 0 1 734917 53 87 3 25 3 2 13 2 3 0 4 7 0 0 0 0 0 0 3 11 0 
5644 1957 2 3 42213 0 1 735057 96 309 3 24 4 3 20 2 5 1 7 7 0 1 0 0 0 0 3 11 0 
7192 1955 2 3 65748 0 1 734880 58 172 73 93 95 78 34 2 2 4 10 1 0 0 0 0 0 1 3 11 0 
2324 1972 2 3 77044 0 1 735072 12 625 38 242 50 34 76 2 7 11 11 4 1 0 0 0 0 0 3 11 0 
697 1969 2 3 74918 0 0 734847 78 972 59 913 25 19 59 1 5 9 6 3 0 0 1 0 0 0 3 11 0 
3439 1972 2 4 56721 1 1 734711 64 157 6 39 6 13 75 5 4 1 5 6 0 0 0 0 0 0 3 11 0 
1506 1975 2 0 42160 1 1 734953 26 48 9 45 3 15 20 4 2 1 4 6 0 0 0 0 0 0 3 11 1 
232 1965 2 0 61559 0 1 734972 8 279 83 88 32 14 34 1 4 2 10 3 0 0 0 0 0 0 3 11 0 
8876 1963 4 3 33629 1 1 734628 49 132 0 16 0 0 4 5 3 1 4 9 0 0 0 0 0 0 3 11 0 
4500 1991 4 3 68682 0 0 735051 56 919 0 505 99 30 45 1 4 9 10 2 0 0 0 0 0 0 3 11 0 
9739 1963 2 0 34377 0 1 734794 55 62 0 22 3 1 26 2 2 2 2 7 0 0 0 0 0 0 3 11 0 
10395 1986 0 0 8940 1 0 734642 25 1 45 3 4 6 42 3 3 1 3 8 0 0 0 0 0 0 3 11 0 
1176 1973 2 4 26228 1 0 735037 50 2 6 4 3 1 9 1 1 0 2 8 0 0 0 0 0 0 3 11 0 
1627 1957 1 1 77297 0 0 734801 84 408 61 109 48 122 41 1 5 7 9 4 0 0 0 1 0 0 3 11 0 
938 1981 2 4 40211 1 1 734985 30 51 1 7 2 1 25 2 2 1 2 8 1 0 0 0 0 0 3 11 0 
2740 1958 4 2 33438 1 1 735037 81 62 1 16 3 2 6 4 2 1 4 5 0 0 0 0 0 0 3 11 0 
257 1959 4 4 75032 0 1 734893 74 952 12 180 47 12 12 2 5 4 9 3 0 0 0 0 0 0 3 11 0 
4058 1955 4 0 61284 0 0 735057 76 618 15 106 20 7 45 1 11 2 8 6 0 1 0 0 0 0 3 11 0 
7736 1986 2 4 22518 1 0 734702 36 11 7 12 2 2 27 2 2 1 2 5 1 0 0 0 0 0 3 11 1 
8210 1975 3 4 54730 0 1 735000 64 318 3 17 4 7 56 5 4 1 8 4 0 0 0 0 0 0 3 11 0 
833 1955 3 4 38452 1 1 735230 62 56 0 14 0 0 2 3 3 0 3 7 0 0 0 0 0 0 3 11 0 
6230 1971 2 1 44421 1 1 734820 53 110 5 59 7 1 7 5 5 0 4 8 0 0 0 0 0 0 3 11 0 
7325 1986 4 3 38197 1 0 734954 86 23 0 11 2 1 3 1 1 0 3 5 0 0 0 0 0 0 3 11 0 
1307 1978 2 1 41986 0 1 735179 15 27 5 8 8 3 12 3 3 0 4 4 0 0 0 0 0 0 3 11 0 
1502 1983 2 3 28427 1 0 734856 67 18 3 19 3 3 6 2 2 0 3 8 0 0 0 0 0 0 3 11 0 
6211 1976 4 3 37395 1 0 735262 47 18 0 9 0 1 11 1 1 0 3 6 0 0 0 0 0 0 3 11 0 
843 1971 2 4 64722 1 0 735286 47 303 0 280 60 147 15 4 8 2 11 6 0 0 0 0 0 0 3 11 0 
4174 1956 3 3 55249 0 1 735247 81 97 1 19 2 0 11 1 2 1 4 3 0 0 0 0 0 0 3 11 0 
9757 1972 2 3 84906 0 0 735049 98 997 15 414 99 30 76 1 5 6 12 2 0 1 1 0 1 0 3 11 0 
6918 1989 2 4 28691 1 0 734959 56 5 4 13 8 0 4 1 1 0 3 8 0 0 0 0 0 0 3 11 0 
286 1952 2 0 44213 1 1 735104 48 95 11 35 0 4 7 4 2 1 5 6 0 0 0 0 0 0 3 11 0 
11086 1984 0 0 25707 1 0 735158 18 1 6 2 3 6 3 1 1 0 3 7 0 0 0 0 0 0 3 11 0 
1921 1967 4 4 59062 2 1 735048 74 46 1 12 3 0 9 2 2 0 3 4 0 0 0 0 0 0 3 11 0 
4138 1962 2 0 76624 0 1 735284 68 411 106 147 54 115 66 1 5 10 7 1 1 0 0 0 0 0 3 11 0 
7718 1947 3 3 66000 0 0 735250 36 244 51 270 101 0 45 1 1 3 5 1 0 0 0 0 0 0 3 11 0 
1291 1978 4 3 27683 1 0 734624 90 152 9 121 12 12 45 4 6 2 4 8 0 0 0 0 0 0 3 11 0 
6862 1971 2 1 1730 0 0 735278 65 1 1 3 1 1 1 15 0 0 0 20 0 0 0 0 0 0 3 11 0 
4136 1992 0 0 7500 1 0 734743 63 10 17 18 8 26 40 4 3 2 2 9 0 0 0 0 0 0 3 11 0 
803 1968 2 3 40521 1 1 734870 82 12 0 5 0 0 4 1 0 1 2 5 0 0 0 0 0 0 3 11 0 
4298 1973 4 3 20427 1 0 735224 63 5 0 4 0 0 1 1 1 0 2 8 0 0 0 0 0 0 3 11 0 
10833 1975 2 4 65106 0 1 735284 55 790 19 133 12 0 19 3 8 3 13 6 0 1 0 0 0 0 3 11 0 
9606 1965 4 4 69969 0 0 735012 64 882 29 514 38 29 44 1 4 2 6 3 0 0 1 1 0 0 3 11 1 
8534 1952 2 4 67433 0 2 734971 51 615 28 259 12 48 30 4 6 5 13 4 0 1 0 0 0 0 3 11 0 
5153 1967 4 4 77766 0 1 734827 97 1004 59 265 115 59 27 2 11 10 11 6 1 0 0 0 0 0 3 11 1 
961 1972 2 4 74716 0 1 735027 92 133 27 421 13 195 71 2 7 3 5 4 0 0 0 0 0 0 3 11 0 
5011 1963 2 1 68118 0 1 735063 51 595 23 123 10 23 154 2 8 9 4 6 0 0 0 0 0 0 3 11 0 
6653 1970 4 4 55158 1 1 734620 72 293 0 87 4 11 23 4 7 2 5 7 0 0 0 0 0 0 3 11 1 
9094 1955 1 4 62972 0 1 734623 39 313 15 47 20 0 192 2 7 4 3 6 0 0 0 0 0 0 3 11 1 
810 1975 2 4 74190 0 1 735272 49 151 81 86 168 91 64 2 4 2 11 2 0 0 0 0 0 0 3 11 0 
5493 1976 2 4 39356 1 1 735219 21 15 0 2 0 0 6 1 1 0 2 6 1 0 0 0 0 0 3 11 0 
2147 1969 2 3 76653 0 0 735001 91 736 63 946 219 189 126 1 4 7 11 2 0 0 1 1 0 0 3 11 0 
5107 1973 4 1 35860 1 1 735279 37 15 0 8 4 2 20 2 1 1 2 5 1 0 0 0 0 0 3 11 0 
3979 1983 4 1 90687 0 0 734917 98 982 17 672 23 34 51 1 6 2 8 2 0 0 1 0 0 0 3 11 1 
6049 1982 3 3 73450 0 0 735110 85 1142 51 415 90 69 37 1 7 8 11 3 1 0 0 1 0 0 3 11 0 
8147 1960 2 4 31454 1 1 734961 40 28 0 11 0 0 9 3 2 0 3 8 0 0 0 0 0 0 3 11 0 
1857 1952 2 0 47139 1 1 735206 2 46 0 12 0 2 23 2 2 1 2 7 0 0 0 0 0 0 3 11 1 
3910 1975 2 1 83829 0 0 735053 78 897 161 430 186 161 27 0 4 7 6 1 1 0 1 1 0 0 3 11 1 
5207 1963 4 4 53378 1 1 734674 41 489 6 152 8 6 132 10 9 4 6 8 0 0 0 0 0 0 3 11 1 
11114 1970 2 3 19656 1 0 734813 94 25 4 9 6 8 32 3 2 1 3 7 0 0 0 0 0 0 3 11 0 
5429 1948 4 4 45579 0 1 735005 10 145 1 33 2 1 1 1 4 1 4 6 0 0 0 0 0 0 3 11 0 
9400 1958 1 0 85485 0 0 735311 73 630 26 611 44 18 54 1 6 6 6 2 0 0 0 0 0 0 3 11 0 
1740 1944 2 4 55956 0 0 735237 22 760 38 104 50 9 38 2 7 3 4 4 0 1 0 0 0 0 3 11 0 
7488 1963 3 0 64191 0 1 734797 30 420 15 186 151 38 15 3 5 3 13 3 0 0 0 0 0 0 3 11 0 
195 1972 2 0 38808 1 0 734646 21 125 17 52 3 19 30 4 5 1 4 8 1 0 0 0 0 0 3 11 1 
635 1966 3 4 57183 1 1 734854 51 464 5 64 7 0 70 8 9 1 7 8 0 0 0 0 0 0 3 11 0 
7527 1968 3 1 23748 1 0 734731 97 6 6 29 12 15 8 3 2 1 3 8 0 0 0 0 0 0 3 11 0 
10319 1971 2 4 66303 0 1 734831 56 1090 12 96 16 12 60 4 3 4 11 8 0 1 0 0 0 0 3 11 0 
2296 1975 3 4 37368 1 0 735121 4 3 2 11 2 2 10 1 1 0 2 6 1 0 0 0 0 0 3 11 0 
10637 1964 2 4 40800 1 2 734776 77 24 0 27 8 30 10 2 3 0 3 7 0 0 0 0 0 1 3 11 0 
2931 1978 2 1 71847 0 0 734671 95 737 21 106 55 63 210 0 6 7 9 3 0 0 0 1 0 0 3 11 0 
907 1975 2 4 46149 0 1 735104 36 254 6 71 4 0 27 5 5 1 7 5 0 0 0 0 0 0 3 11 0 
3698 1983 2 3 78687 0 0 734629 13 817 185 687 145 55 241 1 4 6 8 2 0 0 1 0 0 0 3 11 1 
9516 1971 1 1 49118 0 0 734638 90 620 54 239 99 98 119 2 9 7 10 7 0 1 0 0 1 0 3 11 1 
679 1957 4 4 37633 1 1 734670 49 13 4 20 0 0 1 2 1 0 3 9 0 0 0 0 0 0 3 11 0 
7384 1951 3 3 39767 0 0 734976 18 113 61 204 34 26 47 2 7 1 7 8 0 0 0 0 0 0 3 11 0 
5043 1951 0 4 26997 0 0 734715 89 7 23 78 133 49 144 2 4 2 5 7 0 0 0 0 0 0 3 11 0 
5267 1970 2 1 33986 1 0 734849 43 16 2 18 2 1 5 1 1 0 3 7 0 0 0 0 0 0 3 11 0 
339 1972 4 4 57091 0 1 734733 82 462 0 24 6 0 4 2 9 2 5 7 0 1 0 0 0 0 3 11 1 
2516 1969 1 4 46831 1 1 734933 84 22 2 10 6 4 34 2 1 2 2 4 0 0 0 0 0 0 3 11 0 
9010 1972 3 4 83151 0 0 734815 80 968 147 842 137 42 210 1 5 7 10 2 1 0 1 1 0 0 3 11 1 
378 1971 2 4 52531 0 0 734770 68 283 112 151 51 72 125 2 7 2 10 6 0 0 0 0 0 0 3 11 0 
4808 1956 2 4 15759 0 0 735020 12 1 2 5 6 0 3 1 1 0 2 7 0 0 0 0 0 0 3 11 0 
5068 1971 2 0 22804 1 0 734986 75 14 1 7 2 1 1 1 2 0 2 9 0 0 0 0 0 0 3 11 0 
7628 1973 1 4 43050 1 0 735218 10 30 5 24 6 3 8 2 2 0 4 5 0 0 0 0 0 0 3 11 0 
7128 1977 4 0 42997 1 1 735112 91 4 0 5 0 1 5 1 1 0 2 7 0 0 0 0 0 0 3 11 0 
2811 1963 4 0 48918 1 1 735242 21 52 0 9 0 0 1 2 1 0 4 4 0 0 0 0 0 0 3 11 0 
3551 1954 3 3 60033 0 1 735229 28 62 1 57 19 11 48 2 2 1 5 2 0 0 0 0 0 0 3 11 0 
1663 1978 4 3 34043 1 0 735070 97 20 2 14 3 0 10 1 2 0 2 9 0 0 0 0 0 0 3 11 0 
5543 1966 2 3 57811 0 1 734949 49 545 7 114 37 21 78 5 7 2 11 5 0 1 0 0 0 0 3 11 0 
1577 1946 2 4 78569 0 0 735189 14 558 79 622 207 175 95 1 4 6 4 1 0 0 1 0 0 0 3 11 1 
10641 1978 2 0 7500 1 1 734767 5 6 5 4 13 4 25 4 2 1 3 6 0 0 0 0 0 0 3 11 0 
5336 1971 3 3 157733 1 0 734929 37 39 1 9 2 0 8 0 1 0 1 1 0 0 0 0 0 0 3 11 0 
6024 1953 2 3 94384 0 0 734839 62 1111 24 790 160 45 172 0 5 8 5 2 0 1 1 1 0 0 3 11 1 
1878 1985 1 4 23148 0 0 735188 83 4 6 8 6 3 10 1 2 0 3 7 0 0 0 0 0 0 3 11 0 
3099 1970 2 1 44267 1 1 734830 48 183 5 65 3 5 49 5 5 2 4 9 0 0 0 0 0 0 3 11 0 
6055 1979 2 4 71626 0 0 734711 94 546 72 376 94 145 72 1 5 5 8 3 0 1 0 0 0 0 3 11 0 
5841 1966 2 3 60894 0 1 734953 61 606 7 155 10 0 54 5 10 3 8 7 0 0 0 0 0 0 3 11 0 
3972 1976 2 3 50200 1 1 734868 70 266 6 51 8 6 64 6 7 1 5 8 0 0 0 0 0 0 3 11 0 
4394 1965 4 4 81051 0 0 735283 43 1142 29 249 38 29 14 1 5 5 12 2 0 1 1 0 0 0 3 11 0 
5758 1982 2 4 65169 0 0 735154 23 1074 0 69 0 0 46 1 10 4 13 6 1 0 1 1 1 0 3 11 1 
6658 1972 2 3 59868 0 1 734977 37 771 51 154 54 10 154 7 11 2 12 6 0 0 0 0 0 0 3 11 0 
4603 1960 4 4 65695 0 1 735171 50 371 32 189 0 58 6 2 5 4 10 4 0 0 0 0 0 0 3 11 0 
8427 1956 3 0 64857 0 0 734733 78 556 14 717 210 0 43 1 7 5 10 4 0 0 0 0 0 0 3 11 0 
10260 1965 3 3 45143 0 1 735011 74 202 5 74 11 5 14 3 6 1 5 7 0 0 0 0 0 0 3 11 0 
7143 1955 1 3 74805 0 1 735081 14 209 162 209 41 162 37 5 4 7 10 2 0 0 0 0 0 0 3 11 0 
8789 1989 1 4 59060 1 0 735151 77 35 40 111 36 40 12 3 3 1 7 4 0 0 0 0 0 0 3 11 0 
6197 1962 4 0 27238 1 1 734885 39 37 0 17 0 0 3 3 3 0 3 9 0 0 0 0 0 0 3 11 0 
4554 1965 2 3 47009 0 1 735046 89 171 45 73 59 10 90 4 3 2 8 4 0 0 0 0 0 0 3 11 0 
4937 1973 1 4 46094 1 1 735300 62 12 2 20 3 2 5 1 1 0 3 7 0 0 0 0 0 0 3 11 0 
1920 1972 2 4 40321 1 1 734984 59 44 4 21 6 0 27 2 3 0 3 7 0 0 0 0 0 0 3 11 0 
8749 1984 2 3 37235 1 0 735171 68 20 2 9 4 6 20 1 1 1 2 4 0 0 0 0 0 0 3 11 0 
1650 1960 3 4 81843 0 0 734887 13 779 86 537 34 69 138 1 5 9 12 3 0 0 0 0 0 0 3 11 0 
10377 1958 3 3 46692 0 1 734931 37 170 6 97 24 12 88 3 6 1 5 6 0 0 0 0 0 0 3 11 0 
9206 1968 2 3 77382 0 1 735147 36 491 48 231 112 105 134 2 5 7 12 1 0 0 1 0 0 0 3 11 0 
10971 1977 2 0 37774 2 0 734653 28 173 8 107 7 2 176 4 7 2 3 9 1 0 0 0 0 1 3 11 1 
6398 1974 0 4 18393 1 0 735229 2 7 10 13 16 0 4 2 3 0 3 8 0 0 0 0 0 0 3 11 0 
9212 1962 3 4 72828 0 1 734819 17 1205 0 235 19 14 205 6 6 3 13 7 0 0 0 0 0 0 3 11 0 
7937 1982 2 4 24711 0 0 735248 86 10 7 25 6 3 7 1 3 0 3 7 0 0 0 0 0 0 3 11 0 
839 1975 4 4 45503 1 0 735040 54 97 4 44 6 1 18 1 3 1 4 5 0 0 0 0 0 0 3 11 0 
4246 1982 3 0 6560 0 0 735117 2 67 11 26 4 3 262 0 1 0 1 17 0 0 0 0 0 0 3 11 0 
158 1945 4 3 71604 0 0 735092 3 345 53 528 98 75 97 1 8 3 5 4 1 0 0 0 0 0 3 11 1 
4832 1979 2 4 27244 1 0 735207 84 6 5 17 3 24 46 2 2 2 2 7 0 0 0 0 0 0 3 11 0 
5621 1969 2 4 48752 1 1 734752 8 73 57 100 71 15 0 5 6 1 5 9 0 0 0 0 0 0 3 11 1 
1945 1962 2 4 71434 0 1 735033 4 711 36 217 172 96 168 3 7 4 7 4 0 1 0 1 0 0 3 11 0 
5147 1948 2 0 90842 0 0 734984 57 774 70 118 182 187 93 1 4 9 13 1 0 0 0 0 0 0 3 11 0 
2535 1978 3 4 88097 1 0 734638 24 163 0 480 0 126 75 1 6 5 8 9 0 1 1 1 0 0 3 11 1 
11039 1975 2 4 51948 0 1 735032 51 82 33 54 71 30 41 2 5 2 4 5 0 0 0 0 0 0 3 11 0 
9495 1982 2 3 71853 0 0 734903 29 358 108 413 141 97 32 1 2 8 6 1 0 0 0 0 0 0 3 11 0 
